Mar-22,3.50	
Apr-22,3.10	
May-22,3.40
Jun-22,4	
Jul-22,4.10	
Aug-22,4	
Sep-22,3.40	
Oct-22,3.50	
Nov-22,3.30	
Dec-22,3.10
Jan-23,3.40	
Feb-23,3.50	
Mar-23,3.20	
Apr-23,2.90	
May-23,3.40	
Jun-23,3.80	
Jul-23,4	
Aug-23,3.50	
Sep-23,3.40	
Oct-23,3.60	
Nov-23,3.20	
Dec-23,3.20	
Jan-24,3.50	
Feb-24,3.90	
Mar-24,3.70	
